9.999999999999997780e-02,2.133018169962719313e+00,1.030740787697177252e+00
8.571428571428574283e-02,1.875652591934721114e+00,6.361601469061670677e-01
7.142857142857139685e-02,1.786450787603444335e+00,3.111489270193630863e-01
5.714285714285716189e-02,1.811424896627899628e+00,1.839925872692762809e-01
4.285714285714287142e-02,1.831446557969103939e+00,1.667169322364859541e-01
2.857142857142858094e-02,1.838293067124329161e+00,1.603630693405115326e-01
1.428571428571429047e-02,1.843231686360619515e+00,1.559588572837182219e-01
0.000000000000000000e+00,1.846567740717338868e+00,1.539450436978116732e-01
-1.428571428571429047e-02,1.852859087866910448e+00,1.590045636467216084e-01
-2.857142857142858094e-02,1.865161813384182965e+00,1.680576259868358513e-01
-4.285714285714287142e-02,1.870257478222433933e+00,1.842100259821322361e-01
-5.714285714285716189e-02,1.939018409097171602e+00,2.711396774569477253e-01
-7.142857142857139685e-02,2.047532146629066130e+00,5.141793625337052198e-01
-8.571428571428574283e-02,2.034525135935762563e+00,7.751580274714773289e-01
-9.999999999999997780e-02,2.220829178831889461e+00,1.147280006412840780e+00
