9.999999999999997780e-02,1.708132811974892862e+00,1.083986566709077781e+00
8.571428571428574283e-02,1.581011899178603519e+00,7.869555399121246353e-01
7.142857142857139685e-02,1.513238405464818248e+00,5.288821730303776558e-01
5.714285714285716189e-02,1.293932115390352910e+00,1.938423092381407198e-01
4.285714285714287142e-02,1.338909651714642157e+00,1.258620231967744751e-01
2.857142857142858094e-02,1.283432601821206775e+00,1.080110676679409965e-01
1.428571428571429047e-02,1.326373630555721661e+00,1.139214559300346097e-01
0.000000000000000000e+00,1.324544448135023922e+00,1.092740681384444384e-01
-1.428571428571429047e-02,1.286449872497038127e+00,1.098961531970523015e-01
-2.857142857142858094e-02,1.315616867999160888e+00,1.156564826461384671e-01
-4.285714285714287142e-02,1.327541727616153189e+00,1.620887856747116607e-01
-5.714285714285716189e-02,1.387160127192890391e+00,3.029368886202574163e-01
-7.142857142857139685e-02,1.411142517843787747e+00,4.860002233793963566e-01
-8.571428571428574283e-02,1.578769485049249077e+00,7.742138737399665294e-01
-9.999999999999997780e-02,1.829277694316814085e+00,1.112820460699459613e+00
