9.999999999999997780e-02,6.110251867815554849e-01,1.304170090423652228e-01
8.571428571428574283e-02,9.332846971815998982e-01,1.268551947363799337e-01
7.142857142857139685e-02,9.551341746793581278e-01,8.272305741993761508e-02
5.714285714285716189e-02,1.086535580739882434e+00,8.247784232409127725e-02
4.285714285714287142e-02,1.039832307603092865e+00,7.130458121524387016e-02
2.857142857142858094e-02,1.007389005824127715e+00,6.723460559680480286e-02
1.428571428571429047e-02,9.837313402003771134e-01,6.892828184892609011e-02
0.000000000000000000e+00,1.082315582061804893e+00,6.863552312604709327e-02
-1.428571428571429047e-02,1.015570260682674641e+00,6.974143836129731433e-02
-2.857142857142858094e-02,9.987849593188237174e-01,6.814554824831631219e-02
-4.285714285714287142e-02,9.508114508619505134e-01,6.169944667018282397e-02
-5.714285714285716189e-02,1.056437754183139122e+00,7.509320129498356367e-02
-7.142857142857139685e-02,9.408960587737899006e-01,7.070568416582397042e-02
-8.571428571428574283e-02,8.228362708748114818e-01,8.377023283663813380e-02
-9.999999999999997780e-02,7.178323889968702964e-01,1.222308785482863480e-01
