0.000000000000000000e+00,1.998280551954700668e+00,7.806408282465377400e-04,7.806408282459705939e-04,4.426807647312647286e-07
2.000000000000000111e-01,1.986467879749817422e+00,2.077668153620030288e-03,2.011871054839287336e-03,2.313934459683003479e-06
4.000000000000000222e-01,1.951878531172601239e+00,5.971289560822918771e-03,5.803675626247656490e-03,1.873484168983834122e-05
6.000000000000000888e-01,1.895800669098020697e+00,1.222960213561324373e-02,1.200813634572829060e-02,8.145461992319429046e-05
8.000000000000000444e-01,1.820233315397542295e+00,2.053742365768028086e-02,2.038956478592196878e-02,2.415459416877522095e-04
1.000000000000000000e+00,1.727872372323911998e+00,3.046309844631325814e-02,3.061730831502632727e-02,5.661350275300331032e-04
1.200000000000000178e+00,1.621621698474479789e+00,4.167021669176678572e-02,4.231236296922464418e-02,1.139493231428997163e-03
1.400000000000000133e+00,1.504858146598209601e+00,5.378650123583315207e-02,5.513744268326505743e-02,2.084383371216584797e-03
1.600000000000000089e+00,1.379498362659142829e+00,6.656867647664169163e-02,6.840238747939242359e-02,3.510956416432981387e-03
1.800000000000000044e+00,1.249148223978992389e+00,7.999790410487996051e-02,8.203414768356516451e-02,5.605887720748056226e-03
2.000000000000000000e+00,1.116552236390460084e+00,9.400816369002482076e-02,9.607014284779717694e-02,8.776493215469161405e-03
2.200000000000000178e+00,9.834958404574316582e-01,1.098363803479100315e-01,1.104940958644960031e-01,1.393006614832672033e-02
2.400000000000000355e+00,8.326313337795846481e-01,1.332988191047819460e-01,1.264895217658073001e-01,2.814279856584660927e-02
