9.999999999999997780e-02,2.136660251962734680e+00,1.433369016089982351e+00
8.571428571428574283e-02,1.900082697920473906e+00,1.017492666380044763e+00
7.142857142857139685e-02,1.700957806467870981e+00,5.494355981960045154e-01
5.714285714285716189e-02,1.669318927817001530e+00,3.363787501958804271e-01
4.285714285714287142e-02,1.692339986353920578e+00,3.076782801495372421e-01
2.857142857142858094e-02,1.707773827383865628e+00,2.922221385132464100e-01
1.428571428571429047e-02,1.715957468614969450e+00,2.840357792756627586e-01
0.000000000000000000e+00,1.697827016476516349e+00,3.021654057458175169e-01
-1.428571428571429047e-02,1.697830729531131677e+00,3.021603983697774276e-01
-2.857142857142858094e-02,1.697514479371858620e+00,3.024786585291275864e-01
-4.285714285714287142e-02,1.689758046165415140e+00,3.102582036883256844e-01
-5.714285714285716189e-02,1.674289329443946928e+00,3.374943126113587599e-01
-7.142857142857139685e-02,1.738470192327735031e+00,5.270341790427741646e-01
-8.571428571428574283e-02,1.998500230792104260e+00,1.025322687389630616e+00
-9.999999999999997780e-02,2.124786874264932290e+00,1.448213995089251194e+00
