9.999999999999997780e-02,2.270716971635144077e+00,1.390547216556172749e+00
8.571428571428574283e-02,2.041225071578939065e+00,9.811082298584575812e-01
7.142857142857139685e-02,1.783672256165430570e+00,4.703174680456534418e-01
5.714285714285716189e-02,1.747151352857807982e+00,2.586731195791587279e-01
4.285714285714287142e-02,1.751298872828062070e+00,2.487191014506857645e-01
2.857142857142858094e-02,1.761613309738622180e+00,2.383857875067294518e-01
1.428571428571429047e-02,1.768166784934658065e+00,2.318303082815548199e-01
0.000000000000000000e+00,1.775417508001818412e+00,2.245785983908898942e-01
-1.428571428571429047e-02,1.762551156045320422e+00,2.374453806269419820e-01
-2.857142857142858094e-02,1.751242464844401381e+00,2.487541704521500086e-01
-4.285714285714287142e-02,1.756886111002280870e+00,2.431284161512332898e-01
-5.714285714285716189e-02,1.748530233659049138e+00,2.645523119361713471e-01
-7.142857142857139685e-02,1.812004139689441296e+00,4.603017007151559148e-01
-8.571428571428574283e-02,2.083844570368420968e+00,9.225294478943886212e-01
-9.999999999999997780e-02,2.286407944312614404e+00,1.384363810310026643e+00
