0.000000000000000000e+00,1.999673743247319724e+00,3.135627607841535882e-04,3.135627606895448598e-04,3.292830491081178389e-04
2.000000000000000111e-01,1.992032611337719805e+00,2.135160908742687533e-03,2.013482867309594401e-03,3.360117068790689971e-04
4.000000000000000222e-01,1.969176014526748952e+00,7.571454019303150255e-03,7.074728859580928751e-03,3.748041931053783791e-04
6.000000000000000888e-01,1.930861864295149166e+00,1.657437744523353185e-02,1.531787159557760312e-02,5.033410842586959720e-04
8.000000000000000444e-01,1.876583476535802042e+00,2.912022990189008440e-02,2.655330702831458153e-02,8.258801976198311716e-04
1.000000000000000000e+00,1.806961883492952614e+00,4.453501209556727514e-02,4.043776277521478335e-02,1.469878524849791215e-03
1.200000000000000178e+00,1.720939750076291741e+00,6.317812326484108232e-02,5.676074850594239884e-02,2.660954105759978563e-03
1.400000000000000133e+00,1.621588810834460714e+00,8.461125601087443604e-02,7.569688440391045270e-02,4.724758645634752167e-03
1.600000000000000089e+00,1.501001607997456189e+00,1.089575883016727226e-01,9.528855863568340412e-02,7.979331695889359255e-03
1.800000000000000044e+00,1.368548214885398684e+00,1.363927865484210744e-01,1.161876984797617363e-01,1.315032754204861071e-02
2.000000000000000000e+00,1.220409943440911471e+00,1.639226879188065977e-01,1.389157243350351845e-01,2.098665984917284788e-02
2.200000000000000178e+00,1.055700353860610674e+00,1.921797310420316762e-01,1.619359176758386754e-01,3.321531235912580232e-02
2.400000000000000355e+00,8.634065860384043667e-01,2.212694943422137683e-01,1.891578735141808132e-01,5.693573192590831167e-02
