9.999999999999997780e-02,7.760947265868806122e-01,5.617096162228294581e-02
8.571428571428574283e-02,7.973264780234670113e-01,6.122362786441735288e-02
7.142857142857139685e-02,9.076739170608090213e-01,5.880004623294115412e-02
5.714285714285716189e-02,1.030040033211795159e+00,6.242704084321542418e-02
4.285714285714287142e-02,8.712576348030176554e-01,5.141905574073971086e-02
2.857142857142858094e-02,8.643036294887940230e-01,4.716505021745183435e-02
1.428571428571429047e-02,8.271547898869675564e-01,4.573739364050032757e-02
0.000000000000000000e+00,9.392940077496868545e-01,5.047814527185266742e-02
-1.428571428571429047e-02,8.672300463437488949e-01,4.827100814879441842e-02
-2.857142857142858094e-02,8.208590148859271629e-01,4.442665030863822417e-02
-4.285714285714287142e-02,7.674351952534617105e-01,3.820042976968964638e-02
-5.714285714285716189e-02,9.562684109330522597e-01,5.089539531081496704e-02
-7.142857142857139685e-02,9.292507312401788733e-01,4.737011667216665944e-02
-8.571428571428574283e-02,9.380048512242677994e-01,5.203107822379211822e-02
-9.999999999999997780e-02,9.121479531905393179e-01,5.535429339815941402e-02
