9.999999999999997780e-02,2.180884587475038217e+00,1.095361492670547499e+00
8.571428571428574283e-02,2.012477390138891931e+00,7.630240084293906655e-01
7.142857142857139685e-02,1.755155396684959568e+00,4.849563967227469852e-01
5.714285714285716189e-02,1.528429758679004102e+00,2.032603992205671561e-01
4.285714285714287142e-02,1.494508353165620251e+00,1.155469554302600010e-01
2.857142857142858094e-02,1.432716893662320912e+00,1.035175457137730431e-01
1.428571428571429047e-02,1.468185220579094841e+00,1.081200529458150317e-01
0.000000000000000000e+00,1.448468566604992125e+00,1.027228655675359592e-01
-1.428571428571429047e-02,1.430455202328838382e+00,1.182730025503086618e-01
-2.857142857142858094e-02,1.509930373720646424e+00,1.314563459019510161e-01
-4.285714285714287142e-02,1.484705067906294085e+00,1.577572640402535864e-01
-5.714285714285716189e-02,1.719630619860371246e+00,3.391441979919262439e-01
-7.142857142857139685e-02,1.911384995153674105e+00,6.777532751630913621e-01
-8.571428571428574283e-02,2.095911355327624737e+00,8.366062111714956950e-01
-9.999999999999997780e-02,2.301272102629489336e+00,1.140267430958345152e+00
