0.000000000000000000e+00,1.981294137061279104e+00,9.321940439975166456e-03,9.321940439929309041e-03,4.359984814759708367e-05
2.000000000000000111e-01,1.970940270155364216e+00,1.062391039156940220e-02,1.040550072901905328e-02,5.599064466433958140e-05
4.000000000000000222e-01,1.940457162317428930e+00,1.426041740981381055e-02,1.378641808118481228e-02,1.039427296389528149e-04
6.000000000000000888e-01,1.891022019371534357e+00,2.004285929440003874e-02,1.936947080151813980e-02,2.175396237151396950e-04
8.000000000000000444e-01,1.824599719478102289e+00,2.771442253823847360e-02,2.697776157752835441e-02,4.437760626368918225e-04
1.000000000000000000e+00,1.743765652058143933e+00,3.698754433035914696e-02,3.636635533560995254e-02,8.445611857029720632e-04
1.200000000000000178e+00,1.651432743149004789e+00,4.756845124530106189e-02,4.723931968147623839e-02,1.496398381525726289e-03
1.400000000000000133e+00,1.550668611896357074e+00,5.923193848290170954e-02,5.929797756380450480e-02,2.488787955870161786e-03
1.600000000000000089e+00,1.444243846437724743e+00,7.183589795267120159e-02,7.222008854844456927e-02,3.933433317916010426e-03
1.800000000000000044e+00,1.334921480897387491e+00,8.531988347507740711e-02,8.583561847122583854e-02,5.996327430117949150e-03
2.000000000000000000e+00,1.224510688692756810e+00,1.000337594422715526e-01,1.002419287620274352e-01,9.032139376419400650e-03
2.200000000000000178e+00,1.113371541111565666e+00,1.166630881395486208e-01,1.158823517200603670e-01,1.354388570219805521e-02
2.400000000000000355e+00,9.930812441235715715e-01,1.370448497591298109e-01,1.341733997791594579e-01,2.201279177851248395e-02
