0.000000000000000000e+00,1.936763407038365692e+00,3.132501014175916726e-02,3.132501014178884491e-02,5.053325691423655531e-04
2.000000000000000111e-01,1.935026125559808685e+00,3.212817317488227131e-02,3.223430268487165185e-02,5.311824154176724268e-04
4.000000000000000222e-01,1.929154625981652105e+00,3.501337086279530247e-02,3.510153674772484994e-02,6.268708925581265501e-04
6.000000000000000888e-01,1.918990595277366484e+00,4.006712418461570724e-02,3.997159573300165802e-02,8.176315430084230354e-04
8.000000000000000444e-01,1.904292861536963199e+00,4.741806583020839044e-02,4.691396820185962657e-02,1.145962837626280989e-03
1.000000000000000000e+00,1.884746307195890536e+00,5.722960109707309756e-02,5.601808462180372927e-02,1.675013845881519279e-03
1.200000000000000178e+00,1.859829434347832766e+00,6.975507490629326290e-02,6.746035416388500294e-02,2.498870767772307794e-03
1.400000000000000133e+00,1.829031716480215009e+00,8.524236626211724455e-02,8.138830780449576863e-02,3.758903443474237438e-03
1.600000000000000089e+00,1.791491222614561396e+00,1.041576249568156587e-01,9.798336788799938413e-02,5.613184689773196255e-03
1.800000000000000044e+00,1.746357704764096130e+00,1.265205028195010573e-01,1.178665198953366827e-01,8.425332895869427907e-03
2.000000000000000000e+00,1.690381909594926180e+00,1.561858311223223439e-01,1.405826236531479978e-01,1.336242004465218805e-02
2.200000000000000178e+00,1.628499830434952500e+00,1.853133312757236084e-01,1.677653476658829135e-01,1.952071586575226600e-02
2.400000000000000355e+00,1.553753198572744409e+00,2.182236532484147784e-01,1.999857786438374030e-01,2.802790020222984541e-02
